과거 루 ##푸스 병 ##으로 인한 스테로이드 부작용 ##으로 몸무게 ##가 96 ##k ##g ##까 ##지 증가 ##했 ##지만 무려 44 ##k ##g 감량 ##에 성공 ##하 ##며 큰 화제 ##를 모으 ##기 ##도 했 ##다 .	O O O O O O O O O O O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O O O O O O O O
그 ##는 이어 " 드디어 저의 10 ##년 묵 ##은 체증 ##이 씻 ##겨 내려 ##갑니다 " 라며 " 여러분 문방 ##구 ##에 ##서 파 ##는 줄 ##자 ##로 절대 키 재 ##지 마세요 , 키 ##작 ##이 ##들 ##에 ##게 ##는 1 ##㎝ ##도 소중 ##해 ##요 " 라고 밝혔 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[ 스포츠 ##조선 ##닷 ##컴 정유 ##나 기자 ] 가수 자이언트 ##핑 ##크 ##가 출산 후 15 ##k ##g 감량 ##에 성공 ##했 ##다 .	O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I SS_NAME-B SS_NAME-I O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I O O O O O O O O O O O O
한 팬 ##은 " 살 많이 빠졌 ##냐 " 고 물 ##었 ##고 , 이에 자이언트 ##핑 ##크 ##는 " 많이 ##는 아니 ##어도 부기 ##랑 한 15 ##k ##g 정도 뺀 ##거 같 ##다 . 이제 시작 ##이다 " 라고 답 ##했 ##다 .	O O O O O O O O O O O O O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I O O O O O O O O O O O O O O O O O O O O O O O O O O O
고 ( 故 ) 최진 ##실 ##의 딸 최준 ##희 ##가 2 ##주 ##만 ##에 2 ##k ##g 감량 ##에 성공 ##했 ##다 .	O O O O SS_NAME-B SS_NAME-I O O SS_NAME-B SS_NAME-I O O O O O O O O O O O O O O
앞서 다이어트 ##로 44 ##k ##g 가량 ##을 감량 ##한 바 있 ##다고 밝힌 최준 ##희 ##는 2 ##주 만 ##에 2 ##k ##g ##을 추가 감량 ##하 ##며 여름 준비 ##에 나섰 ##다 .	O O O O O O O O O O O O O O SS_NAME-B SS_NAME-I O O O O O O O O O O O O O O O O O O O
‘ 유 ##드 ##림 5 · 5 ’ 는 또래 ##보 ##다 키 ##가 작 ##은 아동 ##의 신장 ##을 5 ##㎝ 클 수 있 ##게 하고 , 몸무게 ##가 많이 나가 ##는 아동 ##의 체중 ##을 5 ##㎏ 줄이 ##는 총 24 ##주 과정 ##의 운동 프로젝트 ##다 .	O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I SS_BRAND-I SS_BRAND-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
체중 60 ##9 ##k ##g ##으로 ' 세계 ##에 ##서 가장 무거운 10 ##대 ' 라는 타이틀 ##을 가졌 ##던 사우디아라비아 남성 ##이 10 ##여 ##년 만 ##에 500 ##k ##g 넘 ##게 체중 ##을 감량 ##했 ##다 .	O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
입대 후 체중 ##이 79 ##㎏ ##에 ##서 84 ##㎏ ##가 됐 ##고 , 근육 ##량 ##이 4 ##㎏ 늘어 힘 ##이 붙 ##었 ##다 .	O O O O SS_WEIGHT-B SS_WEIGHT-I O O SS_WEIGHT-B SS_WEIGHT-I O O O O O O O O O O O O O O O O
최근 몸 ##이 무거워 ##져 1 . 5 ##㎏ 정도 줄였 ##다 ” 고 했 ##다 .	O O O O O O O O O O O O O O O O O
[ 삼성전자 괴롭힘 피해자 ##의 3 ##년 ] “ 체중 20 ##킬 ##로 줄 ##고 , 수면제 없이 잠 못 자 ”	O SS_BRAND-B O O O O O O O O O O O O O O O O O O O O
76 ##킬 ##로그램 ##의 건장 ##한 체격 ##이 ##던 피해자 ##는 체중 ##이 20 ##킬 ##로그램 넘 ##게 줄 ##었 ##고 , 여전히 수면제 ##가 없 ##으면 잠들 ##지 못 ##한다 ##고 한다 .	SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
성남시 , 아동 ' 키 5 ##㎝ ##↑ · 체중 5 ##㎏ ##↓ ' 프로젝트 추진	AD_CITY-B O O O O O O O O O O O O O O O
체중 1 ##k ##g ##은 약 7000 ##k ##cal ##에 해당 ##하 ##므로 이론 ##적 ##으로 보 ##았 ##을 때 단식 ##을 하 ##게 되 ##면 기초 ##대사 ##량 소비 만 ##으로 ##도 1 ##주 ##일 간 약 1 ~ 2 ##k ##g ##의 체중 ##이 감소 ##될 수 있 ##다는 의미 ##가 된다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
하루 500 ##k ##cal ##씩 섭취 ##량 ##을 줄이 ##면 이론 ##적 ##으로 ##는 1 ##주 ##일 ##에 약 0 . 5 ##k ##g , 한 달 ##에 약 2 ##k ##g ##를 감량 ##할 수 있 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
" 먹 ##고 싶 ##은 것 다 먹 ##어 ##라 , 대신 ##에 … " 19 ##k ##g 뺀 의사 ##의 다이어트 조언	O O O O O O O O O O O O O O O O O O O O O O O
19 ##k ##g 감량 ##에 성공 ##한 서재 ##걸 가정의 ##학 ##과 의사 ##는 자신 ##이 체중 ##감 ##량 ##과 동시 ##에 혈관 ##까 ##지 젊 ##어진 비결 ##에 대해 ' 다 먹 ##어 ##라 ' 라고 조언 ##했 ##다 .	O O O O O O O SS_NAME-B SS_NAME-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
한때 ##는 “ 4 ##일 동안 4 ##k ##g ##를 뺐 ##다 ” 는 한 연예인 ##의 ‘ 초 ##절 ##식 식단 ’ 이 온라인 ##상 ##에 ##서 화제 ##를 모았 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
그 ##가 3 ##주 만 ##에 16 ##파 ##운드 ##를 감량 ##했 ##다고 말 ##했 ##다 .	O O O O O O O O O O O O O O O O O
킴 카다 ##시안 ##은 비난 여론 ##을 의식 ##한 듯 쇼 ##를 끝내 ##고 패션 ##매 ##거진 보그 ##를 통해 마 ##릴 ##린 먼 ##로 ##의 드레스 ##를 입기 위해 3 ##주 간 7 ##㎏ ( 16 ##파 ##운드 ) 을 감량 ##했 ##다는 사실 ##을 밝히 ##며 무 ##설 ##탕 , 무 ##탄 ##수 ##화물 식단 ##과 ‘ 사우나 슈트 러닝 ’ 등 피트 ##니스 ##에 대한 세부 사항 ##을 언급 ##했 ##다 .	SS_NAME-B SS_NAME-I SS_NAME-I O O O O O O O O O O O O O O SS_BRAND-B O O SS_NAME-B SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3 ##주 만 ##에 7 ##㎏ 감량 … 40 ##대 모델 ##이 선택 ##한 방법 ##은 ?	O O O O O O O O O O O O O O O O O
최근 한 행사장 ##에 ##서 60 ##년 된 마 ##릴 ##린 먼 ##로 ##의 드레스 ##를 입기 위해 3 ##주 만 ##에 체중 7 ##㎏ ##을 감량 ##하 ##고 나타난 것 ##이다 .	O O O O O O O O SS_NAME-B SS_NAME-I SS_NAME-I SS_NAME-I SS_NAME-I O O O O O O O O O O O O O O O O O O O O
드레스 ##에 몸 ##을 맞추 ##기 위해 3 ##주 ##간 몸무게 16 ##파 ##운드 ( 약 7 . 2 ##㎏ ) 를 빼 ##야 ##했 ##다 ” 고 밝혔 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
간헐 ##적 단식 ##을 한 그룹 ##에 ##서는 평균 8 ##k ##g , 식단 ##조 ##절 ##만 한 그룹 ##에 ##서는 6 . 3 ##k ##g ##이 감소 ##했 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
" 두 달 만 ##에 OO ##O ##해서 22 ##k ##g 뺐 ##다 " … 서경 ##석 ##이 밝힌 다이어트 비법	O O O O O O O O O O O O O O O SS_NAME-B SS_NAME-I O O O O
" 4 ##가지 방법 ##만 지키 ##면 한 달 만 ##에 10 ##k ##g 뺄 수 있 ##습 ##니다 . 실제로 제 ##가 지난해 2 ##달 만 ##에 체중 22 ##k ##g ##을 감량 ##했 ##어요 . "	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
4 ##가지 방법 ##만 지키 ##면 한 달 안 ##에 체중 10 ##k ##g ##를 감량 ##할 수 있 ##다는 게 그 ##의 주장 ##이다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O
70 ##킬 ##로그램 성인 ##이 30 ##분 동안 열심히 걸 ##었 ##을 경우 약 140 ##칼 ##로리 ##를 소모 ##한다 . 이것 ##은 탄산 ##음료 한 캔 ##에 해당 ##하 ##는 칼로리 ##이다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
운동 ##으로 살 ##을 뺀 실험 ##군 ##의 특징 ##은 70 ##킬 ##로그램 성인 ##을 기준 ##으로 했 ##을 때 하루 최소 90 ##분 ##이상 빠른 걷 ##기 ##운동 ##을 하 ##거나 30 ##분 동안 약 10 ##킬 ##로 ##미터 이상 ##을 뛰 ##었 ##을 때 효과 ##를 보였 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
시간 ##제한 ##을 한 그룹 ##은 1 ##년 동안 6 . 4 ~ 8 . 2 ##k ##g ( 약 14 ~ 18 ##파 ##운드 ) 를 감소 ##한 반면 , 시간 ##제한 ##을 하지 않 ##은 그룹 ##은 6 . 4 ##k ##g ( 14 ##파 ##운드 ) 를 감소 ##했 ##다 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
